timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1614791957992,3545,Create Bag HTTP Request,201,,Spike Test 1-736,text,true,,321,226,360,460,http://localhost:9090/bag/create,3545,0,107
1614791959495,2970,Spike Test Transaction Controller,201,,Spike Test 1-367,,true,,321,226,303,403,null,0,0,0
1614791959496,2969,Create Bag HTTP Request,201,,Spike Test 1-367,text,true,,321,226,422,522,http://localhost:9090/bag/create,2969,0,109
1614791961661,804,Spike Test Transaction Controller,201,,Spike Test 1-545,,true,,321,226,303,403,null,0,0,0
1614791961661,804,Create Bag HTTP Request,201,,Spike Test 1-545,text,true,,321,226,422,522,http://localhost:9090/bag/create,804,0,48
1614791959510,2954,Spike Test Transaction Controller,201,,Spike Test 1-370,,true,,321,226,302,402,null,0,0,0
1614791959511,2953,Create Bag HTTP Request,201,,Spike Test 1-370,text,true,,321,226,422,522,http://localhost:9090/bag/create,2953,0,95
1614791959501,3065,Spike Test Transaction Controller,201,,Spike Test 1-368,,true,,321,226,221,321,null,0,0,0
1614791959501,3065,Create Bag HTTP Request,201,,Spike Test 1-368,text,true,,321,226,221,321,http://localhost:9090/bag/create,3065,0,104
1614791959507,3059,Spike Test Transaction Controller,201,,Spike Test 1-369,,true,,321,226,220,320,null,0,0,0
1614791959507,3059,Create Bag HTTP Request,201,,Spike Test 1-369,text,true,,321,226,221,321,http://localhost:9090/bag/create,3059,0,99
1614791959552,3015,Spike Test Transaction Controller,201,,Spike Test 1-371,,true,,321,226,219,319,null,0,0,0
1614791959552,3015,Create Bag HTTP Request,201,,Spike Test 1-371,text,true,,321,226,219,319,http://localhost:9090/bag/create,3015,0,55
1614791961803,765,Spike Test Transaction Controller,201,,Spike Test 1-556,,true,,321,226,218,318,null,0,0,0
